#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	ec	KO	GO	Best-hit-rice-name	rice-symbol	rice-defline
37403552	AT1G05230	AT1G05230.12	AT1G05230.12	PF00046,PF01852	PTHR24326,PTHR24326:SF239	KOG0484,KOG0483		K09338	GO:0003677,GO:0008289	LOC_Os04g53540.3		homeobox and START domains containing protein, putative, expressed
37403543	AT1G05230	AT1G05230.2	AT1G05230.2	PF00046,PF01852	PTHR24326,PTHR24326:SF239	KOG0484,KOG0483			GO:0003677,GO:0008289	LOC_Os04g53540.3		homeobox and START domains containing protein, putative, expressed
37403551	AT1G05230	AT1G05230.3	AT1G05230.3	PF00046,PF01852	PTHR24326,PTHR24326:SF239	KOG0484,KOG0483			GO:0003677,GO:0008289	LOC_Os04g53540.3		homeobox and START domains containing protein, putative, expressed
37403542	AT1G05230	AT1G05230.4	AT1G05230.4	PF00046,PF01852	PTHR24326,PTHR24326:SF239	KOG0484,KOG0483			GO:0003677,GO:0008289	LOC_Os04g53540.3		homeobox and START domains containing protein, putative, expressed
37403547	AT1G05230	AT1G05230.5	AT1G05230.5	PF00046,PF01852	PTHR24326,PTHR24326:SF239	KOG0484,KOG0483			GO:0003677,GO:0008289	LOC_Os04g53540.2		homeobox and START domains containing protein, putative, expressed
37403548	AT1G05230	AT1G05230.6	AT1G05230.6	PF00046,PF01852	PTHR24326,PTHR24326:SF239	KOG0484,KOG0483			GO:0003677,GO:0008289	LOC_Os04g53540.3		homeobox and START domains containing protein, putative, expressed
37403549	AT1G05230	AT1G05230.7	AT1G05230.7	PF00046,PF01852	PTHR24326,PTHR24326:SF239	KOG0484,KOG0483			GO:0003677,GO:0008289	LOC_Os04g53540.3		homeobox and START domains containing protein, putative, expressed
37403545	AT1G05230	AT1G05230.8	AT1G05230.8	PF00046,PF01852	PTHR24326,PTHR24326:SF239	KOG0484,KOG0483			GO:0003677,GO:0008289	LOC_Os04g53540.2		homeobox and START domains containing protein, putative, expressed
37403544	AT1G05230	AT1G05230.9	AT1G05230.9	PF00046,PF01852	PTHR24326,PTHR24326:SF239	KOG0484,KOG0483			GO:0003677,GO:0008289	LOC_Os04g53540.3		homeobox and START domains containing protein, putative, expressed
37401905	AT1G05240	AT1G05240.1	AT1G05240.1	PF00141	PTHR31235		1.11.1.7	K00430	GO:0055114,GO:0020037,GO:0006979,GO:0004601	LOC_Os11g43980.1		peroxidase precursor, putative, expressed
37391230	AT1G05250	AT1G05250.1	AT1G05250.1	PF00141	PTHR31235		1.11.1.7	K00430	GO:0055114,GO:0020037,GO:0006979,GO:0004601	LOC_Os11g43980.1		peroxidase precursor, putative, expressed
37391737	AT1G05260	AT1G05260.1	AT1G05260.1	PF00141	PTHR31235,PTHR31235:SF39		1.11.1.7	K00430	GO:0055114,GO:0020037,GO:0006979,GO:0004601	LOC_Os06g46799.1		peroxidase precursor, putative, expressed
37395235	AT1G05270	AT1G05270.1	AT1G05270.1	PF01963	PTHR21530,PTHR21530:SF0					LOC_Os05g42010.1		TraB family protein, putative, expressed
37401447	AT1G05280	AT1G05280.1	AT1G05280.1	PF02434	PTHR10811,PTHR10811:SF19	KOG2246			GO:0016757,GO:0016020	LOC_Os10g39020.2		fringe-related protein, putative, expressed
37401448	AT1G05280	AT1G05280.2	AT1G05280.2	PF02434	PTHR10811,PTHR10811:SF19	KOG2246			GO:0016757,GO:0016020	LOC_Os04g48950.1		fringe-related protein, putative, expressed
37393964	AT1G05290	AT1G05290.1	AT1G05290.1	PF06203	PTHR31717,PTHR31717:SF13				GO:0005515	LOC_Os06g19444.2		CCT/B-box zinc finger protein, putative, expressed
37392470	AT1G05291	AT1G05291.1	AT1G05291.1	PF06749	PTHR31769,PTHR31769:SF4					LOC_Os07g36110.2		expressed protein
37402747	AT1G05300	AT1G05300.1	AT1G05300.1	PF02535	PTHR11040,PTHR11040:SF35	KOG1558		K14709	GO:0055085,GO:0046873,GO:0030001,GO:0016020	LOC_Os05g39560.1		metal cation transporter, putative, expressed
37402748	AT1G05300	AT1G05300.2	AT1G05300.2	PF02535	PTHR11040,PTHR11040:SF35				GO:0055085,GO:0046873,GO:0030001,GO:0016020	LOC_Os05g39560.1		metal cation transporter, putative, expressed
37396150	AT1G05310	AT1G05310.1	AT1G05310.1	PF01095	PTHR31321,PTHR31321:SF8		3.1.1.11		GO:0042545,GO:0030599,GO:0005618	LOC_Os08g10604.1		pectinesterase, putative, expressed
37393385	AT1G05320	AT1G05320.1	AT1G05320.1			KOG0978				LOC_Os04g52460.1		retrotransposon protein, putative, unclassified, expressed
37393388	AT1G05320	AT1G05320.2	AT1G05320.2			KOG0978				LOC_Os04g52460.1		retrotransposon protein, putative, unclassified, expressed
37393387	AT1G05320	AT1G05320.3	AT1G05320.3			KOG0978				LOC_Os04g52460.1		retrotransposon protein, putative, unclassified, expressed
37393386	AT1G05320	AT1G05320.4	AT1G05320.4			KOG0978				LOC_Os04g52460.1		retrotransposon protein, putative, unclassified, expressed
37393393	AT1G05320	AT1G05320.5	AT1G05320.5			KOG0978				LOC_Os04g52460.1		retrotransposon protein, putative, unclassified, expressed
37393392	AT1G05320	AT1G05320.6	AT1G05320.6			KOG0978				LOC_Os04g52460.1		retrotransposon protein, putative, unclassified, expressed
37393389	AT1G05320	AT1G05320.7	AT1G05320.7			KOG0978				LOC_Os04g52460.1		retrotransposon protein, putative, unclassified, expressed
37393390	AT1G05320	AT1G05320.8	AT1G05320.8			KOG0978				LOC_Os04g52460.1		retrotransposon protein, putative, unclassified, expressed
37393391	AT1G05320	AT1G05320.9	AT1G05320.9			KOG0978				LOC_Os04g52460.1		retrotransposon protein, putative, unclassified, expressed
37399793	AT1G05330	AT1G05330.1	AT1G05330.1									
37399737	AT1G05340	AT1G05340.1	AT1G05340.1	PF12734	PTHR31568,PTHR31568:SF17					LOC_Os01g72009.1		expressed protein
37395239	AT1G05350	AT1G05350.1	AT1G05350.1	PF00899	PTHR10953,PTHR10953:SF9		2.7.7.73	K12164	GO:0008641	LOC_Os02g30310.1		ThiF family domain containing protein, putative, expressed
37401924	AT1G05360	AT1G05360.1	AT1G05360.1		PTHR10281,PTHR10281:SF44					LOC_Os01g57066.1		transmembrane protein 49, putative, expressed
37401925	AT1G05360	AT1G05360.2	AT1G05360.2		PTHR10281,PTHR10281:SF44	KOG1109				LOC_Os01g57066.1		transmembrane protein 49, putative, expressed
37401926	AT1G05360	AT1G05360.3	AT1G05360.3		PTHR10281,PTHR10281:SF44	KOG1109				LOC_Os01g57066.1		transmembrane protein 49, putative, expressed
37392969	AT1G05370	AT1G05370.1	AT1G05370.1	PF00650	PTHR10174,PTHR10174:SF125	KOG1470				LOC_Os03g11950.1		SEC14 cytosolic factor family protein, putative, expressed
37402203	AT1G05380	AT1G05380.1	AT1G05380.1	PF00628,PF16135	PTHR24098,PTHR24098:SF10		2.3.1.48		GO:0005515	LOC_Os07g07690.2		PHD-finger domain containing protein, expressed
37402201	AT1G05380	AT1G05380.2	AT1G05380.2	PF00628,PF16135	PTHR24098,PTHR24098:SF10		2.3.1.48		GO:0005515	LOC_Os07g07690.2		PHD-finger domain containing protein, expressed
37402202	AT1G05380	AT1G05380.3	AT1G05380.3	PF00628,PF16135	PTHR24098,PTHR24098:SF10		2.3.1.48		GO:0005515	LOC_Os07g07690.2		PHD-finger domain containing protein, expressed
37396933	AT1G05385	AT1G05385.1	AT1G05385.1	PF13326	PTHR34041,PTHR34041:SF3				GO:0010207	LOC_Os03g53640.1		expressed protein
37396934	AT1G05385	AT1G05385.2	AT1G05385.2	PF13326	PTHR34041,PTHR34041:SF3				GO:0010207	LOC_Os03g53640.1		expressed protein
37399881	AT1G05400	AT1G05400.1	AT1G05400.1									
37399882	AT1G05400	AT1G05400.2	AT1G05400.2									
37397028	AT1G05410	AT1G05410.1	AT1G05410.1	PF07227	PTHR33345,PTHR33345:SF2					LOC_Os03g53590.1		expressed protein
37397029	AT1G05410	AT1G05410.2	AT1G05410.2	PF07227	PTHR33345,PTHR33345:SF2					LOC_Os03g53590.2		expressed protein
37400955	AT1G05420	AT1G05420.1	AT1G05420.1	PF04844	PTHR33057,PTHR33057:SF21					LOC_Os03g06350.1		DUF623 domain containing protein, expressed
37400954	AT1G05420	AT1G05420.2	AT1G05420.2	PF04844	PTHR33057,PTHR33057:SF21					LOC_Os03g06350.1		DUF623 domain containing protein, expressed
37391182	AT1G05430	AT1G05430.1	AT1G05430.1		PTHR35986,PTHR35986:SF1					LOC_Os10g29530.1		expressed protein
37393098	AT1G05440	AT1G05440.1	AT1G05440.1	PF04622	PTHR10868,PTHR10868:SF1	KOG4143			GO:0006869	LOC_Os03g53580.1		expressed protein
37402292	AT1G05450	AT1G05450.1	AT1G05450.1									
37402291	AT1G05450	AT1G05450.2	AT1G05450.2	PF14368	PTHR33044,PTHR33044:SF13					LOC_Os03g57980.1		LTPL99 - Protease inhibitor/seed storage/LTP family protein precursor, expressed
37400250	AT1G05460	AT1G05460.1	AT1G05460.1	PF13086,PF13087	PTHR10887,PTHR10887:SF362		3.6.4.12	K18422		LOC_Os03g06440.1		RNA helicase SDE3, putative, expressed
37400251	AT1G05460	AT1G05460.2	AT1G05460.2	PF13086,PF13087	PTHR10887,PTHR10887:SF362		3.6.4.12			LOC_Os03g06440.2		RNA helicase SDE3, putative, expressed
37399960	AT1G05470	AT1G05470.1	AT1G05470.1	PF03372	PTHR11200,PTHR11200:SF174	KOG0565	3.1.3.56			LOC_Os10g28660.1		type I inositol-1,4,5-trisphosphate 5-phosphatase, putative, expressed
37399961	AT1G05470	AT1G05470.2	AT1G05470.2	PF03372	PTHR11200,PTHR11200:SF174	KOG0565	3.1.3.56			LOC_Os10g28660.1		type I inositol-1,4,5-trisphosphate 5-phosphatase, putative, expressed
37402734	AT1G05490	AT1G05490.1	AT1G05490.1	PF00271,PF00176	PTHR10799,PTHR10799:SF748		3.6.4.12	K10875	GO:0005524	LOC_Os05g32610.1		required to maintain repression 1, putative, expressed
37393009	AT1G05500	AT1G05500.1	AT1G05500.1	PF17047,PF00168	PTHR10774,PTHR10774:SF91	KOG1328,KOG1012,KOG1030			GO:0005515	LOC_Os04g55220.1		C2 domain containing protein, expressed
37393010	AT1G05500	AT1G05500.2	AT1G05500.2	PF00168	PTHR10774,PTHR10774:SF91	KOG1328,KOG1012,KOG1030			GO:0005515	LOC_Os04g55220.1		C2 domain containing protein, expressed
37393006	AT1G05510	AT1G05510.1	AT1G05510.1	PF06884	PTHR31360,PTHR31360:SF0					LOC_Os05g49440.2		DUF1264 domain containing protein, putative, expressed
37397243	AT1G05520	AT1G05520.1	AT1G05520.1	PF00626,PF04810,PF04815,PF08033,PF04811	PTHR11141			K14006	GO:0030127,GO:0008270,GO:0006888,GO:0006886	LOC_Os11g24560.1		protein transport protein, putative, expressed
37403665	AT1G05530	AT1G05530.1	AT1G05530.1	PF00201	PTHR11926,PTHR11926:SF396	KOG1192	2.4.1.263,2.4.1.121	K13692	GO:0016758,GO:0008152	LOC_Os06g39270.1		UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed
37396925	AT1G05540	AT1G05540.1	AT1G05540.1	PF03478	PTHR31681,PTHR31681:SF3							
37396926	AT1G05540	AT1G05540.2	AT1G05540.2		PTHR31681,PTHR31681:SF3							
37398206	AT1G05550	AT1G05550.1	AT1G05550.1		PTHR31681,PTHR31681:SF3							
37398208	AT1G05550	AT1G05550.2	AT1G05550.2		PTHR31681,PTHR31681:SF3							
37398205	AT1G05550	AT1G05550.3	AT1G05550.3	PF03478	PTHR31681,PTHR31681:SF3							
37398207	AT1G05550	AT1G05550.4	AT1G05550.4		PTHR31681,PTHR31681:SF3							
37401866	AT1G05560	AT1G05560.1	AT1G05560.1	PF00201	PTHR11926,PTHR11926:SF98		2.4.1.263,2.4.1.121	K13692	GO:0016758,GO:0008152	LOC_Os06g39270.1		UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed
37401865	AT1G05560	AT1G05560.2	AT1G05560.2	PF00201	PTHR11926,PTHR11926:SF98		2.4.1.263,2.4.1.121	K13692	GO:0016758,GO:0008152	LOC_Os06g39270.1		UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed
37401411	AT1G05570	AT1G05570.1	AT1G05570.1	PF04652,PF14288,PF02364	PTHR12741,PTHR12741:SF9		2.4.1.34	K11000	GO:0016020,GO:0006075,GO:0003843,GO:0000148	LOC_Os03g03610.3		1,3-beta-glucan synthase component domain containing protein, expressed
37401413	AT1G05570	AT1G05570.2	AT1G05570.2	PF04652,PF14288,PF02364	PTHR12741,PTHR12741:SF9		2.4.1.34	K11000	GO:0016020,GO:0006075,GO:0003843,GO:0000148	LOC_Os06g51270.1		1,3-beta-glucan synthase component domain containing protein, expressed
37401410	AT1G05570	AT1G05570.3	AT1G05570.3	PF04652,PF14288,PF02364	PTHR12741,PTHR12741:SF9		2.4.1.34	K11000	GO:0016020,GO:0006075,GO:0003843,GO:0000148	LOC_Os03g03610.3		1,3-beta-glucan synthase component domain containing protein, expressed
37401412	AT1G05570	AT1G05570.4	AT1G05570.4	PF04652,PF14288,PF02364	PTHR12741,PTHR12741:SF9		2.4.1.34	K11000	GO:0016020,GO:0006075,GO:0003843,GO:0000148	LOC_Os03g03610.2		1,3-beta-glucan synthase component domain containing protein, expressed
37400140	AT1G05575	AT1G05575.1	AT1G05575.1		PTHR34268,PTHR34268:SF2					LOC_Os09g27410.1		expressed protein
37396303	AT1G05577	AT1G05577.1	AT1G05577.1	PF06136	PTHR31083,PTHR31083:SF5					LOC_Os01g57020.1		expressed protein
37392753	AT1G05580	AT1G05580.1	AT1G05580.1	PF00999	PTHR32468,PTHR32468:SF15				GO:0055085,GO:0016021,GO:0015299,GO:0006812	LOC_Os05g40650.1		ATCHX, putative, expressed
37392754	AT1G05580	AT1G05580.2	AT1G05580.2	PF00999	PTHR32468,PTHR32468:SF15				GO:0055085,GO:0016021,GO:0015299,GO:0006812	LOC_Os05g40650.1		ATCHX, putative, expressed
37396248	AT1G05590	AT1G05590.1	AT1G05590.1	PF14845,PF00728	PTHR22600,PTHR22600:SF14		3.2.1.52	K12373	GO:0005975,GO:0004553	LOC_Os07g38790.1		beta-hexosaminidase precursor, putative, expressed
37396250	AT1G05590	AT1G05590.2	AT1G05590.2	PF14845,PF00728	PTHR22600,PTHR22600:SF14		3.2.1.52	K12373	GO:0005975,GO:0004553	LOC_Os07g38790.1		beta-hexosaminidase precursor, putative, expressed
37396249	AT1G05590	AT1G05590.3	AT1G05590.3	PF14845,PF00728	PTHR22600,PTHR22600:SF14		3.2.1.52	K12373	GO:0005975,GO:0004553	LOC_Os07g38790.1		beta-hexosaminidase precursor, putative, expressed
37399428	AT1G05600	AT1G05600.1	AT1G05600.1	PF01535,PF12854,PF13041	PTHR24015,PTHR24015:SF542					LOC_Os06g05920.1		Rf1, mitochondrial precursor, putative, expressed
37399430	AT1G05600	AT1G05600.2	AT1G05600.2	PF01535,PF12854,PF13041	PTHR24015,PTHR24015:SF542					LOC_Os06g05920.1		Rf1, mitochondrial precursor, putative, expressed
37399429	AT1G05600	AT1G05600.3	AT1G05600.3	PF01535,PF12854,PF13041	PTHR24015,PTHR24015:SF542					LOC_Os06g05920.1		Rf1, mitochondrial precursor, putative, expressed
37396552	AT1G05610	AT1G05610.1	AT1G05610.1	PF00483	PTHR22572,PTHR22572:SF98	KOG1322	2.7.7.27	K00975	GO:0016779,GO:0009058	LOC_Os08g25734.2		glucose-1-phosphate adenylyltransferase large subunit, chloroplast precursor, putative, expressed
37396551	AT1G05610	AT1G05610.2	AT1G05610.2	PF00483	PTHR22572,PTHR22572:SF98	KOG1322	2.7.7.27	K00975	GO:0016779,GO:0009058	LOC_Os08g25734.2		glucose-1-phosphate adenylyltransferase large subunit, chloroplast precursor, putative, expressed
37402709	AT1G05615	AT1G05615.1	AT1G05615.1	PF03754	PTHR31541							
37396798	AT1G05620	AT1G05620.1	AT1G05620.1	PF01156	PTHR12304,PTHR12304:SF1	KOG2938	3.2.2.2			LOC_Os03g31170.1		inosine-uridine preferring nucleoside hydrolase family protein, putative, expressed
37396799	AT1G05620	AT1G05620.2	AT1G05620.2	PF01156	PTHR12304,PTHR12304:SF1	KOG2938	3.2.2.2			LOC_Os03g31170.1		inosine-uridine preferring nucleoside hydrolase family protein, putative, expressed
37396348	AT1G05630	AT1G05630.1	AT1G05630.1	PF03372	PTHR11200,PTHR11200:SF133	KOG0565	3.1.3.36,3.1.3.56			LOC_Os08g41270.1		endonuclease/exonuclease/phosphatase family domain containing protein, expressed
37396349	AT1G05630	AT1G05630.2	AT1G05630.2	PF03372	PTHR11200,PTHR11200:SF133	KOG0565	3.1.3.36,3.1.3.56			LOC_Os08g41270.1		endonuclease/exonuclease/phosphatase family domain containing protein, expressed
37396350	AT1G05630	AT1G05630.3	AT1G05630.3	PF03372	PTHR11200,PTHR11200:SF133	KOG0565	3.1.3.36,3.1.3.56			LOC_Os08g41270.1		endonuclease/exonuclease/phosphatase family domain containing protein, expressed
37400776	AT1G05640	AT1G05640.1	AT1G05640.1	PF13962,PF12796	PTHR24186,PTHR24186:SF8	KOG4412				LOC_Os08g42960.2		ankyrin repeat-containing protein, putative, expressed
37400381	AT1G05650	AT1G05650.1	AT1G05650.1	PF12708	PTHR31375,PTHR31375:SF31		3.2.1.15			LOC_Os01g43490.1		polygalacturonase, putative, expressed
37399432	AT1G05660	AT1G05660.1	AT1G05660.1	PF12708	PTHR31375,PTHR31375:SF31		3.2.1.15			LOC_Os01g43490.1		polygalacturonase, putative, expressed
37391732	AT1G05670	AT1G05670.1	AT1G05670.1	PF01535,PF13041	PTHR24015,PTHR24015:SF380					LOC_Os07g32900.1		PPR repeat containing protein, expressed
37391733	AT1G05670	AT1G05670.2	AT1G05670.2	PF01535,PF13041	PTHR24015,PTHR24015:SF380					LOC_Os07g32900.1		PPR repeat containing protein, expressed
37391734	AT1G05670	AT1G05670.3	AT1G05670.3	PF01535,PF13041	PTHR24015,PTHR24015:SF380					LOC_Os07g32900.1		PPR repeat containing protein, expressed
37393295	AT1G05675	AT1G05675.1	AT1G05675.1	PF00201	PTHR11926,PTHR11926:SF279	KOG1192			GO:0016758,GO:0008152	LOC_Os09g34250.1		UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed
37400604	AT1G05680	AT1G05680.1	AT1G05680.1	PF00201	PTHR11926,PTHR11926:SF279	KOG1192			GO:0016758,GO:0008152	LOC_Os09g34250.1		UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed
37401044	AT1G05690	AT1G05690.1	AT1G05690.1	PF02135,PF00651	PTHR24413,PTHR24413:SF140	KOG1778	2.3.1.48		GO:0008270,GO:0006355,GO:0005634,GO:0004402,GO:0003712,GO:0005515	LOC_Os01g66890.1		BTBZ1 - Bric-a-Brac, Tramtrack, and Broad Complex BTB domain with TAZ zinc finger and Calmodulin-binding domains, expressed
37401574	AT1G05700	AT1G05700.1	AT1G05700.1	PF00560,PF07714,PF12819	PTHR27003	KOG1187	2.7.11.1,2.7.10.1		GO:0005515,GO:0006468,GO:0004672	LOC_Os05g44970.1		senescence-induced receptor-like serine/threonine-protein kinase precursor, putative, expressed
37401573	AT1G05700	AT1G05700.2	AT1G05700.2	PF00560,PF07714,PF12819	PTHR27003	KOG1187	2.7.11.1,2.7.10.1		GO:0005515,GO:0006468,GO:0004672	LOC_Os05g44970.1		senescence-induced receptor-like serine/threonine-protein kinase precursor, putative, expressed
37398786	AT1G05710	AT1G05710.1	AT1G05710.1		PTHR16223,PTHR16223:SF41					LOC_Os04g41570.2		ethylene-responsive protein related, putative, expressed
37398780	AT1G05710	AT1G05710.10	AT1G05710.10		PTHR16223,PTHR16223:SF41					LOC_Os04g41570.2		ethylene-responsive protein related, putative, expressed
37398787	AT1G05710	AT1G05710.11	AT1G05710.11		PTHR16223,PTHR16223:SF41					LOC_Os04g41570.2		ethylene-responsive protein related, putative, expressed
37398785	AT1G05710	AT1G05710.12	AT1G05710.12		PTHR16223,PTHR16223:SF41					LOC_Os04g41570.3		ethylene-responsive protein related, putative, expressed
37398781	AT1G05710	AT1G05710.13	AT1G05710.13		PTHR16223,PTHR16223:SF41					LOC_Os04g41570.2		ethylene-responsive protein related, putative, expressed
37398790	AT1G05710	AT1G05710.14	AT1G05710.14		PTHR16223,PTHR16223:SF41					LOC_Os04g41570.3		ethylene-responsive protein related, putative, expressed
37398778	AT1G05710	AT1G05710.2	AT1G05710.2		PTHR16223,PTHR16223:SF41					LOC_Os04g41570.3		ethylene-responsive protein related, putative, expressed
37398784	AT1G05710	AT1G05710.3	AT1G05710.3		PTHR16223,PTHR16223:SF41					LOC_Os04g41570.1		ethylene-responsive protein related, putative, expressed
37398789	AT1G05710	AT1G05710.4	AT1G05710.4		PTHR16223,PTHR16223:SF41					LOC_Os04g41570.3		ethylene-responsive protein related, putative, expressed
37398788	AT1G05710	AT1G05710.5	AT1G05710.5		PTHR16223,PTHR16223:SF41					LOC_Os04g41570.2		ethylene-responsive protein related, putative, expressed
37398791	AT1G05710	AT1G05710.6	AT1G05710.6		PTHR16223,PTHR16223:SF41					LOC_Os04g41570.3		ethylene-responsive protein related, putative, expressed
37398779	AT1G05710	AT1G05710.7	AT1G05710.7		PTHR16223,PTHR16223:SF41					LOC_Os04g41570.1		ethylene-responsive protein related, putative, expressed
37398782	AT1G05710	AT1G05710.8	AT1G05710.8		PTHR16223,PTHR16223:SF41					LOC_Os04g41570.3		ethylene-responsive protein related, putative, expressed
37398783	AT1G05710	AT1G05710.9	AT1G05710.9		PTHR16223,PTHR16223:SF41					LOC_Os04g41570.2		ethylene-responsive protein related, putative, expressed
37400178	AT1G05720	AT1G05720.1	AT1G05720.1	PF08806	PTHR13077,PTHR13077:SF6	KOG3384				LOC_Os01g66960.1		selenoprotein precursor, putative, expressed
37391103	AT1G05730	AT1G05730.1	AT1G05730.1	PF05811	PTHR21096	KOG3377				LOC_Os11g14990.1		expressed protein
37391104	AT1G05730	AT1G05730.2	AT1G05730.2	PF05811	PTHR21096	KOG3377				LOC_Os11g14990.1		expressed protein
37403368	AT1G05740	AT1G05740.1	AT1G05740.1	PF05811	PTHR21096	KOG3377				LOC_Os11g14990.1		expressed protein
37392630	AT1G05750	AT1G05750.1	AT1G05750.1	PF12854,PF01535,PF13041	PTHR24015,PTHR24015:SF778					LOC_Os02g53050.1		tetratricopeptide-like helical, putative, expressed
37392629	AT1G05750	AT1G05750.2	AT1G05750.2	PF12854,PF01535,PF13041	PTHR24015,PTHR24015:SF778					LOC_Os02g53050.1		tetratricopeptide-like helical, putative, expressed
37392109	AT1G05760	AT1G05760.1	AT1G05760.1	PF01419	PTHR23244,PTHR23244:SF276					LOC_Os05g43240.2		jacalin-like lectin domain containing protein, expressed
37392108	AT1G05760	AT1G05760.2	AT1G05760.2	PF01419	PTHR23244,PTHR23244:SF276					LOC_Os05g43240.1		jacalin-like lectin domain containing protein, expressed
37399217	AT1G05770	AT1G05770.1	AT1G05770.1	PF01419	PTHR23244,PTHR23244:SF249				GO:0080028,GO:0019762	LOC_Os05g43240.3		jacalin-like lectin domain containing protein, expressed
37396022	AT1G05780	AT1G05780.1	AT1G05780.1	PF09446	PTHR31792				GO:0070072	LOC_Os04g52300.1		expressed protein
37399980	AT1G05783	AT1G05783.1	AT1G05783.1									
37391448	AT1G05785	AT1G05785.1	AT1G05785.1	PF04178	PTHR21493,PTHR21493:SF97	KOG1743			GO:0016192	LOC_Os02g39070.1		vesicle transport protein GOT1B, putative, expressed
37391449	AT1G05785	AT1G05785.2	AT1G05785.2	PF04178	PTHR21493,PTHR21493:SF97	KOG1743			GO:0016192	LOC_Os02g39070.1		vesicle transport protein GOT1B, putative, expressed
37391452	AT1G05785	AT1G05785.3	AT1G05785.3	PF04178	PTHR21493,PTHR21493:SF97	KOG1743			GO:0016192	LOC_Os02g39070.1		vesicle transport protein GOT1B, putative, expressed
37391451	AT1G05785	AT1G05785.4	AT1G05785.4	PF04178	PTHR21493,PTHR21493:SF97	KOG1743			GO:0016192	LOC_Os02g39070.2		vesicle transport protein GOT1B, putative, expressed
37391450	AT1G05785	AT1G05785.5	AT1G05785.5	PF04178	PTHR21493,PTHR21493:SF97	KOG1743			GO:0016192	LOC_Os02g39070.2		vesicle transport protein GOT1B, putative, expressed
37391446	AT1G05785	AT1G05785.6	AT1G05785.6	PF04178	PTHR21493,PTHR21493:SF97	KOG1743			GO:0016192	LOC_Os02g39070.2		vesicle transport protein GOT1B, putative, expressed
37391447	AT1G05785	AT1G05785.7	AT1G05785.7	PF04178	PTHR21493,PTHR21493:SF97	KOG1743			GO:0016192	LOC_Os02g39070.1		vesicle transport protein GOT1B, putative, expressed
37392011	AT1G05790	AT1G05790.1	AT1G05790.1	PF01764	PTHR21493,PTHR21493:SF140		3.1.1.3		GO:0006629	LOC_Os01g67420.1		lipase, putative, expressed
37392012	AT1G05790	AT1G05790.2	AT1G05790.2	PF01764	PTHR21493,PTHR21493:SF140	KOG2088	3.1.1.3		GO:0006629	LOC_Os01g67420.1		lipase, putative, expressed
37392010	AT1G05790	AT1G05790.3	AT1G05790.3	PF01764	PTHR21493,PTHR21493:SF110		3.1.1.3		GO:0006629	LOC_Os04g41200.1		lipase, putative, expressed
37392013	AT1G05790	AT1G05790.4	AT1G05790.4	PF01764	PTHR21493,PTHR21493:SF110		3.1.1.3		GO:0006629	LOC_Os04g41200.1		lipase, putative, expressed
37398232	AT1G05800	AT1G05800.1	AT1G05800.1	PF01764	PTHR31403,PTHR31403:SF4	KOG4569	3.1.1.32,3.1.1.3,3.1.1.26		GO:0006629	LOC_Os11g19340.1		lipase, putative, expressed
37394884	AT1G05805	AT1G05805.1	AT1G05805.1	PF00010	PTHR16223,PTHR16223:SF10				GO:0046983	LOC_Os01g67480.1		helix-loop-helix DNA-binding domain containing protein, expressed
37399377	AT1G05810	AT1G05810.1	AT1G05810.1	PF00025	PTHR24073,PTHR24073:SF394	KOG0087		K07904	GO:0005525	LOC_Os08g41340.1		ras-related protein, putative, expressed
37399376	AT1G05810	AT1G05810.2	AT1G05810.2	PF00025	PTHR24073,PTHR24073:SF394	KOG0087			GO:0005525	LOC_Os08g41340.1		ras-related protein, putative, expressed
